ID,Status,AccX,AccY,AccZ,GyroX,GyroY,GyroZ,Timestamp,Timestamp_us
Sensor_1,Active,0.90,0.36,0.52,-1.17,-1.04,0.97,31:54:806000,1914806000
Sensor_1,Active,0.91,0.25,0.51,-6.84,-1.96,-2.00,31:54:906000,1914906000
Sensor_1,Active,0.90,0.27,0.51,-6.09,-2.15,-1.67,31:55:006000,1915006000
Sensor_1,Active,0.93,0.24,0.47,-5.68,-1.66,-2.17,31:55:106000,1915106000
Sensor_1,Active,0.92,0.21,0.51,-3.70,-1.68,-1.22,31:55:206000,1915206000
Sensor_1,Active,0.91,0.20,0.50,-4.99,-1.73,-1.53,31:55:306000,1915306000
Sensor_1,Active,0.91,0.20,0.50,-3.50,-1.78,-1.35,31:55:406000,1915406000
Sensor_1,Active,0.91,0.23,0.51,-4.75,-1.92,-1.53,31:55:506000,1915506000
Sensor_1,Active,0.90,0.22,0.53,-4.29,-2.03,-1.41,31:55:606000,1915606000
Sensor_1,Active,0.91,0.22,0.50,-4.43,-1.93,-1.37,31:55:706000,1915706000
Sensor_1,Active,0.90,0.23,0.51,-4.48,-2.00,-1.35,31:55:806000,1915806000
Sensor_1,Active,0.91,0.21,0.49,-4.55,-1.85,-1.51,31:55:906000,1915906000
Sensor_1,Active,0.92,0.22,0.51,-4.37,-2.02,-1.37,31:56:006000,1916006000
Sensor_1,Active,0.90,0.23,0.51,-4.39,-1.82,-1.56,31:56:106000,1916106000
Sensor_1,Active,0.91,0.23,0.52,-4.32,-1.91,-1.51,31:56:206000,1916206000
Sensor_1,Active,0.91,0.22,0.49,-5.24,-2.08,-1.60,31:56:306000,1916306000
Sensor_1,Active,0.91,0.22,0.51,-4.59,-1.77,-1.54,31:56:406000,1916406000
Sensor_1,Active,0.91,0.22,0.51,-4.26,-1.85,-1.23,31:56:506000,1916506000
Sensor_1,Active,0.91,0.22,0.50,-4.65,-1.70,-1.32,31:56:606000,1916606000
Sensor_1,Active,0.90,0.21,0.50,-4.23,-1.77,-1.44,31:56:706000,1916706000
Sensor_1,Active,0.91,0.23,0.49,-4.35,-1.74,-1.21,31:56:806000,1916806000
Sensor_1,Active,0.91,0.23,0.50,-4.81,-2.09,-1.51,31:56:906000,1916906000
Sensor_1,Active,0.91,0.23,0.50,-4.75,-1.70,-1.42,31:57:006000,1917006000
Sensor_1,Active,0.91,0.23,0.51,-3.95,-2.00,-1.24,31:57:106000,1917106000
Sensor_1,Active,0.91,0.23,0.50,-4.64,-2.01,-1.43,31:57:206000,1917206000
Sensor_1,Active,0.92,0.23,0.53,-4.56,-2.18,-1.46,31:57:306000,1917306000
Sensor_1,Active,0.91,0.22,0.51,-3.92,-1.73,-1.36,31:57:406000,1917406000
Sensor_1,Active,0.91,0.23,0.51,-4.34,-1.88,-1.37,31:57:506000,1917506000
Sensor_1,Active,0.91,0.22,0.50,-3.80,-1.66,-1.12,31:57:606000,1917606000
