ID,Status,AccX,AccY,AccZ,GyroX,GyroY,GyroZ,Timestamp,Timestamp_us
Sensor_1,Active,1.03,0.14,0.05,-4.29,-1.65,-1.60,07:50:960000,470960000
Sensor_1,Active,1.02,0.15,0.07,-4.34,-1.59,-1.46,07:51:060000,471060000
Sensor_1,Active,1.03,0.14,0.08,-4.41,-2.01,-1.28,07:51:160000,471160000
Sensor_1,Active,1.02,0.15,0.07,-4.44,-1.82,-1.33,07:51:260000,471260000
Sensor_1,Active,1.02,0.15,0.08,-4.37,-1.85,-1.51,07:51:360000,471360000
Sensor_1,Active,1.02,0.15,0.07,-4.35,-1.79,-1.45,07:51:460000,471460000
Sensor_1,Active,1.02,0.15,0.08,-4.30,-1.63,-1.39,07:51:560000,471560000
Sensor_1,Active,1.02,0.14,0.07,-4.18,-1.81,-1.24,07:51:660000,471660000
Sensor_1,Active,1.03,0.14,0.07,-4.18,-1.98,-1.55,07:51:760000,471760000
Sensor_1,Active,1.02,0.15,0.08,-4.30,-1.74,-1.24,07:51:860000,471860000
Sensor_1,Active,1.02,0.15,0.08,-4.31,-1.83,-1.27,07:51:960000,471960000
Sensor_1,Active,1.02,0.15,0.08,-4.21,-1.85,-1.36,07:52:060000,472060000
Sensor_1,Active,1.02,0.15,0.07,-4.23,-1.98,-1.27,07:52:160000,472160000
Sensor_1,Active,1.03,0.15,0.08,-4.09,-1.82,-1.37,07:52:260000,472260000
Sensor_1,Active,1.02,0.15,0.08,-4.37,-1.87,-1.44,07:52:360000,472360000
Sensor_1,Active,1.02,0.15,0.06,-4.37,-1.82,-1.56,07:52:460000,472460000
Sensor_1,Active,1.02,0.15,0.07,-4.44,-1.89,-1.52,07:52:560000,472560000
Sensor_1,Active,1.03,0.15,0.08,-4.40,-1.76,-1.25,07:52:660000,472660000
Sensor_1,Active,1.03,0.15,0.07,-4.22,-1.81,-1.41,07:52:760000,472760000
Sensor_1,Active,1.03,0.14,0.07,-4.24,-1.92,-1.38,07:52:860000,472860000
Sensor_1,Active,1.02,0.15,0.08,-4.29,-2.12,-1.45,07:52:960000,472960000
Sensor_1,Active,1.02,0.14,0.07,-4.25,-1.99,-1.39,07:53:060000,473060000
Sensor_1,Active,1.02,0.14,0.08,-4.33,-1.82,-1.43,07:53:160000,473160000
Sensor_1,Active,1.03,0.14,0.09,-4.24,-1.90,-1.36,07:53:260000,473260000
Sensor_1,Active,1.03,0.14,0.07,-4.27,-1.53,-1.53,07:53:360000,473360000
Sensor_1,Active,1.02,0.16,0.06,-4.21,-1.87,-1.35,07:53:460000,473460000
Sensor_1,Active,1.02,0.15,0.07,-4.14,-2.50,-1.29,07:53:560000,473560000
Sensor_1,Active,1.02,0.14,0.06,-4.26,-2.52,-1.45,07:53:660000,473660000
Sensor_1,Active,1.03,0.15,0.03,-4.02,-2.76,-1.34,07:53:760000,473760000
Sensor_1,Active,1.02,0.14,0.05,-4.09,-3.21,-1.39,07:53:861000,473861000
Sensor_1,Active,1.02,0.15,0.05,-3.77,-3.43,-1.11,07:53:960000,473960000
Sensor_1,Active,1.02,0.14,0.07,-4.00,-4.00,-1.19,07:54:060000,474060000
Sensor_1,Active,1.03,0.14,0.08,-4.11,-3.44,-1.08,07:54:160000,474160000
Sensor_1,Active,1.02,0.14,0.08,-4.02,-3.44,-1.31,07:54:260000,474260000
Sensor_1,Active,1.02,0.14,0.06,-4.09,-2.97,-1.26,07:54:360000,474360000
Sensor_1,Active,1.02,0.14,0.05,-3.91,-3.25,-1.34,07:54:460000,474460000
Sensor_1,Active,1.03,0.14,0.04,-3.99,-3.48,-1.18,07:54:560000,474560000
Sensor_1,Active,1.02,0.14,0.06,-4.17,-3.88,-1.31,07:54:660000,474660000
Sensor_1,Active,1.02,0.14,0.06,-4.14,-3.26,-1.37,07:54:760000,474760000
Sensor_1,Active,1.03,0.14,0.05,-4.14,-2.88,-1.31,07:54:860000,474860000
Sensor_1,Active,1.02,0.14,0.05,-4.06,-2.79,-1.27,07:54:960000,474960000
Sensor_1,Active,1.02,0.15,0.03,-4.14,-2.82,-1.41,07:55:060000,475060000
Sensor_1,Active,0.97,0.18,0.02,2.26,-3.85,1.89,07:55:160000,475160000
Sensor_1,Active,1.02,0.23,0.00,-5.58,-0.12,-1.26,07:55:260000,475260000
Sensor_1,Active,0.99,0.18,0.04,-4.75,-2.92,-1.92,07:55:360000,475360000
Sensor_1,Active,1.02,0.17,0.08,-4.26,-2.40,-1.50,07:55:460000,475460000
Sensor_1,Active,1.03,0.15,0.05,-4.24,-1.90,-1.24,07:55:560000,475560000
Sensor_1,Active,1.03,0.13,0.04,-4.33,-2.28,-1.30,07:55:660000,475660000
Sensor_1,Active,1.02,0.14,0.03,-4.25,-2.01,-1.41,07:55:760000,475760000
Sensor_1,Active,1.03,0.14,0.03,-4.39,-1.91,-1.31,07:55:860000,475860000
Sensor_1,Active,1.03,0.15,0.04,-4.43,-1.90,-1.40,07:55:960000,475960000
