ID,Status,AccX,AccY,AccZ,GyroX,GyroY,GyroZ,Timestamp,Timestamp_us
Sensor_1,Active,1.03,0.08,0.15,-4.06,-1.53,-1.34,00:37:093000,37093000
Sensor_1,Active,1.04,0.09,0.14,-4.20,-1.82,-1.44,00:37:193000,37193000
Sensor_1,Active,1.02,0.10,0.15,-4.40,-1.96,-1.44,00:37:293000,37293000
Sensor_1,Active,1.03,0.09,0.15,-4.10,-1.85,-1.47,00:37:393000,37393000
Sensor_1,Active,1.03,0.07,0.16,-4.30,-1.67,-1.35,00:37:494000,37494000
Sensor_1,Active,1.04,0.09,0.16,-4.12,-1.79,-1.44,00:37:594000,37594000
Sensor_1,Active,1.03,0.10,0.14,-4.30,-1.72,-1.38,00:37:693000,37693000
Sensor_1,Active,1.03,0.09,0.16,-4.33,-1.99,-1.49,00:37:793000,37793000
Sensor_1,Active,1.03,0.08,0.16,-4.30,-1.95,-1.40,00:37:893000,37893000
Sensor_1,Active,1.04,0.09,0.16,-4.21,-1.60,-1.39,00:37:993000,37993000
Sensor_1,Active,1.03,0.09,0.15,-4.22,-1.78,-1.42,00:38:093000,38093000
Sensor_1,Active,1.03,0.08,0.15,-4.28,-1.81,-1.47,00:38:193000,38193000
Sensor_1,Active,1.02,0.08,0.17,-4.41,-2.27,-1.18,00:38:293000,38293000
Sensor_1,Active,1.03,0.09,0.15,-4.22,-1.53,-1.34,00:38:393000,38393000
Sensor_1,Active,1.02,0.10,0.14,-4.28,-1.69,-1.44,00:38:493000,38493000
Sensor_1,Active,1.03,0.09,0.16,-4.28,-1.73,-1.37,00:38:593000,38593000
Sensor_1,Active,1.03,0.09,0.15,-4.13,-1.77,-1.32,00:38:693000,38693000
Sensor_1,Active,1.02,0.10,0.15,-4.26,-1.65,-1.73,00:38:793000,38793000
Sensor_1,Active,1.04,0.09,0.15,-4.24,-1.95,-1.47,00:38:893000,38893000
Sensor_1,Active,1.03,0.09,0.14,-4.18,-1.85,-1.38,00:38:993000,38993000
Sensor_1,Active,1.03,0.09,0.15,-4.25,-1.70,-1.37,00:39:093000,39093000
Sensor_1,Active,1.03,0.09,0.16,-4.25,-1.56,-1.36,00:39:193000,39193000
Sensor_1,Active,1.03,0.09,0.15,-4.31,-1.30,-1.14,00:39:293000,39293000
Sensor_1,Active,1.03,0.08,0.16,-4.35,-2.27,-1.41,00:39:393000,39393000
Sensor_1,Active,1.00,0.10,0.05,-0.71,-2.74,1.18,00:39:493000,39493000
Sensor_1,Active,0.99,0.11,0.12,-3.51,-1.59,-1.19,00:39:593000,39593000
Sensor_1,Active,1.07,0.09,0.12,-2.94,0.38,-1.31,00:39:693000,39693000
Sensor_1,Active,1.03,0.09,0.20,-3.98,-2.41,-1.49,00:39:793000,39793000
